0.0053641	0.0651392	0.044526	0.0653279	0.19881	-0.373522	2.91473	3.04327	4.46504	1.24278	3.78213	7.1086e-07	5.02799e-12	4.18764	21.1228	778.35	0.58411	1042.01	1893.56	0.550291	0.000750446	1064.18	5.20692e+06	2.08507e-05
0.00657852	0.0679664	0.0468729	0.0682509	0.197559	-0.27907	2.64735	2.89459	4.21477	1.23359	3.57073	7.51338e-07	5.77884e-12	4.38312	23.1599	798.536	0.569121	1033.81	1811.15	0.5708	0.000712706	951.875	5.04105e+06	2.15142e-05
0.00808283	0.0676109	0.0468673	0.0680595	0.197559	-0.231466	2.60752	2.90274	4.21528	1.23204	3.57629	7.6714e-07	6.14471e-12	4.67154	27.3635	736.27	0.58775	996.194	1841.62	0.540934	0.000798281	1079.57	4.92271e+06	2.22395e-05
0.00864633	0.0657263	0.0453796	0.0662608	0.171065	-0.263811	2.64178	2.58169	3.76964	1.23658	3.19247	7.31677e-07	5.82353e-12	4.79281	27.9907	775.415	0.58309	1032.45	1839.6	0.561236	0.000751971	971.557	4.76554e+06	2.1675e-05
0.0106398	0.0676859	0.0472594	0.0684844	0.204234	-0.202105	2.70409	2.9822	4.32156	1.23338	3.67818	7.63776e-07	6.24884e-12	4.85104	28.963	759.721	0.59752	1022.07	1852.76	0.551647	0.0007865	1010.85	4.64945e+06	2.24173e-05
0.0102264	0.0652777	0.0453007	0.0660424	0.204443	-0.107931	2.89765	3.09563	4.51303	1.24251	3.84636	6.74788e-07	4.81474e-12	4.79469	27.9496	801.423	0.578657	1067	1903.95	0.560416	0.000722037	1031.12	5.13466e+06	2.02072e-05
0.00971977	0.0630534	0.0431068	0.0637677	0.204443	-0.191175	3.13233	3.20606	4.74271	1.25349	4.01877	6.27428e-07	4.28834e-12	4.8934	28.7247	894.876	0.544595	1128.49	1896.97	0.594894	0.00060857	910.492	5.92879e+06	1.82241e-05
0.00927483	0.0607307	0.0408921	0.0614055	0.204443	-0.0979296	3.25082	3.32939	4.99957	1.2648	4.21102	5.99317e-07	3.59217e-12	4.43441	23.2401	868.865	0.545346	1118.55	1946.56	0.57463	0.000627653	1045.66	6.36711e+06	1.79478e-05
0.00991147	0.0623481	0.0421755	0.0631009	0.204443	-0.257754	3.15175	3.23994	4.84744	1.26003	4.08242	6.13347e-07	3.73737e-12	4.35896	22.5423	837.276	0.546932	1090.29	1913.46	0.569802	0.000653228	1044.36	6.00824e+06	1.85048e-05
0.0100357	0.0633657	0.0432594	0.064125	0.19735	-0.340989	3.00534	3.07759	4.56202	1.2507	3.84915	7.24179e-07	5.59154e-12	4.5188	24.2641	808.57	0.565874	1046.88	1838.26	0.569497	0.000699846	970.497	5.34006e+06	2.11435e-05
0.0101627	0.061316	0.0419446	0.062123	0.18984	-0.214799	2.93241	3.05587	4.52597	1.25001	3.81986	6.8852e-07	4.25409e-12	3.9597	18.7265	764.612	0.564976	1023.83	1866.83	0.548433	0.000738905	1100.75	5.42883e+06	2.06429e-05
0.0104077	0.0659466	0.0453697	0.0667311	0.18984	-0.31125	2.90853	2.84485	4.18429	1.24323	3.53681	7.54399e-07	5.1587e-12	3.8739	17.8214	738.598	0.593652	1006.32	1881.4	0.53488	0.000803756	1120.26	5.10213e+06	2.2247e-05
0.00928013	0.0636798	0.0446051	0.0643217	0.18233	-0.285138	2.82067	2.83466	4.08765	1.23174	3.49155	7.06228e-07	4.34906e-12	3.75526	16.9379	753.277	0.578797	1020.68	1906.32	0.535418	0.000768372	1158.87	5.60214e+06	2.11476e-05
